ix,BAC,age,collection_date,drink_type,num_drinks,sex,units,volume_consumed,weight
1936,0.201303118,37,2018-01-29T12:21:46.697712,Bud Light,5.9,female,,70.8,167.38
1937,0.17900937,24,2018-01-29T12:21:46.697875,vidka,5.1,Female,SI,224.9289189,229.1204691
1938,0.056502948,348,2018-01-29T12:21:46.698054,Franziskaner Weissbier,2.6,male,,31.2,180.09
1939,0.018705158,9/30/79,2018-01-29T12:21:46.698204,Vin,0.7,,metric,102.5552047,288.1176048
1940,0.089753905,43,2018-01-29T12:21:46.698396,Scotch,3.5,M,,5.25,185.43
1941,0.076170114,45,2018-01-29T12:21:46.698559,whiskey,2.2,F,,3.3,165.55
1942,0.19855124,45,2018-01-29T12:21:46.698719,Vino,4.4,F,,22,121.94
1943,0.142032148,273,2018-01-29T12:21:46.698880,vidka,6.7,Male,metric,297.4346155,309.4518028
1944,0.080968572,12/8/58,2018-01-29T12:21:46.699040,Cab,3,,,15,189.4
1945,0.065133527,293,2018-01-29T12:21:46.699200,shots,2.1,Female,metric,92.40047979,291.0163347
1946,0.060585903,63,2018-01-29T12:21:46.699503,Vin,2,F,SI,295.5896394,266.5350821
1947,0.061338456,5/9/54,2018-01-29T12:21:46.699696,Merlot,2,F,,10,176.42
1948,0.228388,281,2018-01-29T12:21:46.700260,Wine,6.5,femeal,metric,961.3959716,233.7155399
1949,0.041029886,31,2018-01-29T12:21:46.701151,Vino,1.6,M,metric,238.4134606,265.1497359
1950,0.034396228,5/10/71,2018-01-29T12:21:46.701474,Beer,1.1,male,,13.2,182.7
1951,0.143394675,292,2018-01-29T12:21:46.701927,Beer,6.2,male,,74.4,194.91
1952,0.111380702,498,2018-01-29T12:21:46.702244,Merlot,3.6,Female,metric,533.5333352,221.2521921
1953,0.087006538,676,2018-01-29T12:21:46.702445,Scotch,2.7,F,,4.05,169.15
1954,0.088607322,532,2018-01-29T12:21:46.702632,IPA,5.1,Male,SI,1811.895389,316.3960753
1955,0.020835794,53,2018-01-29T12:21:46.702833,Franziskaner Weissbier,0.5,femeal,,6,189.79
1956,0.070318155,392,2018-01-29T12:21:46.703049,Beer,2.3,female,,27.6,158.68
1957,0.070967053,627,2018-01-29T12:21:46.703229,Vino,3.4,male,,17,202.23
1958,0.098511205,728,2018-01-29T12:21:46.703379,Merlot,2.5,Female,,12.5,146.63
1959,0.025979752,3/23/58,2018-01-29T12:21:46.703524,IPA,1.3,meal,metric,462.4099573,280.4579958
1960,0.048595506,2/20/60,2018-01-29T12:21:46.703735,IPA,2.2,Male,metric,782.0760442,305.1377671
1961,0.114264065,761,2018-01-29T12:21:46.704017,Cab,2.8,,,14,159.41
1962,0.101765532,366,2018-01-29T12:21:46.704201,Vino,4.9,Male,,24.5,217.75
1963,0.143476698,30,2018-01-29T12:21:46.704399,Scotch,4,,metric,178.2711541,240.9715574
1964,0.094564142,326,2018-01-29T12:21:46.704628,Franziskaner Weissbier,3.7,,,44.4,186.08
1965,0.038278923,309,2018-01-29T12:21:46.704800,whiskey,1,femeal,,1.5,153.57
1966,0.099766154,492,2018-01-29T12:21:46.704948,IPA,3,F,,36,167.45
1967,0.019860343,45,2018-01-29T12:21:46.705095,Franziskaner Weissbier,1.1,meal,metric,390.5418964,308.1821498
1968,0.029353664,531,2018-01-29T12:21:46.705267,whiskey,1.7,Male,,2.55,217.47
1969,0.105137374,9/21/72,2018-01-29T12:21:46.705432,Merlot,3.3,,SI,488.9331155,253.2208706
1970,0.11115735,647,2018-01-29T12:21:46.705608,IPA,3.7,Male,,44.4,158.43
1971,0.025094573,344,2018-01-29T12:21:46.705755,whiskey,0.9,meal,metric,39.12372236,245.7624678
1972,0.071918532,598,2018-01-29T12:21:46.705914,whiskey,3.5,Male,metric,156.0269833,291.4648588
1973,0.083556125,4/24/61,2018-01-29T12:21:46.706072,whiskey,4,male,SI,177.6922798,312.9747444
1974,0.094574951,11/29/59,2018-01-29T12:21:46.706243,Cab,3,female,,15,194.23
1975,0.06455221,599,2018-01-29T12:21:46.706400,Franziskaner Weissbier,2,F,metric,711.6616803,255.9413811
1976,0.015058454,452,2018-01-29T12:21:46.706583,Cab,0.7,Male,metric,103.8736281,263.7979185
1977,0.112817151,365,2018-01-29T12:21:46.706757,Warsteiner,5,Male,SI,1776.048648,297.998912
1978,0.055740863,743,2018-01-29T12:21:46.706923,Scotch,2.4,Male,metric,106.9538129,310.9714963
1979,0.065396509,6/11/59,2018-01-29T12:21:46.707082,vidka,2.1,F,,3.15,165.22
1980,0.16831657,48,2018-01-29T12:21:46.707256,Cab,4.6,femeal,,23,149.84
1981,0.099227696,6/11/72,2018-01-29T12:21:46.707522,Cab,4.4,Male,metric,651.1241035,301.0765767
1982,0.126608976,466,2018-01-29T12:21:46.707758,Franziskaner Weissbier,3.9,femeal,,46.8,178.09
1983,0.281645543,23,2018-01-29T12:21:46.707918,Scotch,9.6,M,,14.4,160.11
1984,0.172207133,315,2018-01-29T12:21:46.708099,Scotch,7.6,M,,11.4,197.76
1985,0.062179098,710,2018-01-29T12:21:46.708257,Warsteiner,2.1,femeal,,25.2,177.97
1986,0.039098244,4/9/54,2018-01-29T12:21:46.708413,Vino,2,Male,metric,297.0003036,293.6398158
1987,0.001831585,765,2018-01-29T12:21:46.708648,Cab,0.4,femeal,,2,197.48
1988,0.041650172,23,2018-01-29T12:21:46.708864,Beer,2.1,Male,,25.2,192.32
1989,0.059554668,547,2018-01-29T12:21:46.709092,Wine,3.3,M,,16.5,230.26
1990,0.040630433,36,2018-01-29T12:21:46.709309,vidka,1.4,,SI,61.74992246,269.1620213
1991,0.098238536,433,2018-01-29T12:21:46.709667,Scotch,4.2,M,,6.3,181.38
1992,0.069370134,470,2018-01-29T12:21:46.709826,Vino,1.9,F,,9.5,153.03
1993,0.266882164,10/14/96,2018-01-29T12:21:46.709984,Bud Light,10.7,,SI,3800.148641,261.7570911
1994,0.062037063,7/17/56,2018-01-29T12:21:46.710158,Vino,1.6,female,,8,160
1995,0.084243331,62,2018-01-29T12:21:46.710320,whiskey,2.8,femeal,metric,123.4592486,279.0348805
1996,0.117522247,678,2018-01-29T12:21:46.710491,IPA,3.1,,,37.2,151.83
1997,0.029607732,632,2018-01-29T12:21:46.710642,Scotch,1,meal,metric,44.06588397,271.2304938
1998,0.007828823,424,2018-01-29T12:21:46.710801,vidka,0.7,Female,SI,31.82533676,294.9283818
1999,0.037780718,50,2018-01-29T12:21:46.710958,Warsteiner,2,Male,metric,710.7118677,287.560164
